Numero_OC,Proveedor,Partida_Presupuestal,Descripcion_de_la_Partida_ Presupuestal,Concepto,Cantidad_Ordenada,UM, Monto_Total_Sin_IVA ,Fundamentacion_legal
22B0108,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,CINCHO DE PLASTICO DE 28CMS X 4.5 MM.,120,PZ,144.00,ADJUDICACION DIRECTA-ART 42
22B0109,"FERRESUIN, S.A. DE C.V.",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",AFLOJATODO  EN SPRAY (BOTE DE 402 ML.),12,PZ,2376.00,ADJUDICACION DIRECTA-ART 42
22B0111,PRAXAIR MEXICO S DE RL DE CV,26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",NITROGENO COMPRIMIDO(CILINDRO),1,CL,583.10,ADJUDICACION DIRECTA-ART 42
22B0112,COMERCIALIZADORA DE EQUIPOS AUTOMATI,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Variador de frecuenciaDanfoss VLT FC-051PK018S,2,PZ,11150.00,ADJUDICACION DIRECTA-ART 42
22B0113,"QUIMICA MEXICANA INDUSTRIAL, S.A. D",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",DESENGRASANTE LEXITE ENAEROSOL (BOTE DE 298 MLT,12,EN,6075.00,ADJUDICACION DIRECTA-ART 42
22B0114,INTERCOMZA S.A. DE C.V.,21601,Material de limpieza,SOLUCION ORIGINAL DE 32Oz. PARA DISPENSADOR,36,PZ,20999.99,ADJUDICACION DIRECTA-ART 42
22B0115,"GAS MENGUC, S.A. DE C.V.",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",GAS BUTANO LP PARA CILINDRO.,171,LT,1813.19,ADJUDICACION DIRECTA-ART 42
22B0117,ABAGA GRUPO LOGISTICO S.A. DE C.V. NICOLAS SAN JUAN #1549,29801,Refacciones y accesorios menores de maquinaria y otros equipos,PISTOLA DE AIRE CEJIN MOD. 11 208 0100 16 BAR,15,PZ,18750.00,ADJUDICACION DIRECTA-ART 42
22B0118,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BALERO INA SL 045006 PP 02/B11,15,PZ,36900.00,ADJUDICACION DIRECTA-ART 42
22B0118,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Balero INA SL 045010PP 2NR   02/B09,4,PZ,15940.00,ADJUDICACION DIRECTA-ART 42
22B0118,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BALERO INA NURT 3072  XA 02/V7,32,PZ,40320.00,ADJUDICACION DIRECTA-ART 42
22B0119,LUIS MIGUEL HERNANDEZ BANDA,25101,Productos quimicos basicos,ALCOHOL DE CANA,180,LT,11250.00,ADJUDICACION DIRECTA-ART 42
22B0120,SERVICIOS Y MANTENIMIENTO DE SAN LUIS S.A DE C.V,29801,Refacciones y accesorios menores de maquinaria y otros equipos,DISCO DE CORTE P/ACERO INOXIDABLE DE 4 1/2 DE ù,10,PZ,277.50,ADJUDICACION DIRECTA-ART 42
22B0121,SERVICIOS Y MANTENIMIENTO DE SAN LUIS S.A DE C.V,26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",ACEITE LUBRICANTE 3 EN 1DE 90 MIL.,48,PZ,1840.80,ADJUDICACION DIRECTA-ART 42
22B0121,SERVICIOS Y MANTENIMIENTO DE SAN LUIS S.A DE C.V,26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",ACEITE LUSTRADOR 3 EN 1DE 480 MIL.,36,PZ,4179.96,ADJUDICACION DIRECTA-ART 42
22B0122,"MUNCHMEYER-CALDERON, S.A. DE C.V.",23801,Mercancias para su comercializacion en tiendas del sector p,CAPSULA DE ACRILICO P/MED. DE 42 MM. DIAM.,2000,JG,31340.00,ADJUDICACION DIRECTA-ART 42
22B0122,"MUNCHMEYER-CALDERON, S.A. DE C.V.",23801,Mercancias para su comercializacion en tiendas del sector p,CAPSULA DE ACRILICO P/MED. DE 38 MM. DIAM.,2000,JG,31340.00,ADJUDICACION DIRECTA-ART 42
22B0122,"MUNCHMEYER-CALDERON, S.A. DE C.V.",23801,Mercancias para su comercializacion en tiendas del sector p,CAPSULA DE ACRILICO 48 MM. CON ARILLO 38X48X3.5,2000,JG,57520.00,ADJUDICACION DIRECTA-ART 42
22B0122,"MUNCHMEYER-CALDERON, S.A. DE C.V.",23801,Mercancias para su comercializacion en tiendas del sector p,CAPSULA DE ACRILICO P/MED. DE 48 MM. DIAM.,2000,JG,36380.00,ADJUDICACION DIRECTA-ART 42
22B0123,"ROTO-MEX, S.A. DE C.V.",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",INHIBIDOR ROTO BRITE L-356,13450,KG,571625.00,ADJUDICACION DIRECTA-ART 42
22B0124,FERNANDO JULIAN GALARZA VILLASENOR,27301,Articulos deportivos,Jersey Futbol  Varonil Jugador con 2 impresione,60,PZ,13740.00,ADJUDICACION DIRECTA-ART 42
22B0124,FERNANDO JULIAN GALARZA VILLASENOR,27301,ArtÌculos deportivos,Short Deportivo de FutboVaronil para Jugador,60,PZ,4140.00,ADJUDICACION DIRECTA-ART 42
22B0124,FERNANDO JULIAN GALARZA VILLASENOR,27301,ArtÌculos deportivos,Medias Deportivas de Futbol para Jugador,60,PR,2940.00,ADJUDICACION DIRECTA-ART 42
22B0124,FERNANDO JULIAN GALARZA VILLASENOR,27301,ArtÌculos deportivos,Guantes para Portero con varilla,3,PR,1197.00,ADJUDICACION DIRECTA-ART 42
22B0124,FERNANDO JULIAN GALARZA VILLASENOR,27301,ArtÌculos deportivos,Balones de futbol no. 5,6,PZ,1794.00,ADJUDICACION DIRECTA-ART 42
22B0124,FERNANDO JULIAN GALARZA VILLASENOR,27301,ArtÌculos deportivos,Redes para porteria de fde 6.40 mts. ancho x 2.5,3,JG,2520.00,ADJUDICACION DIRECTA-ART 42
22B0125,MONICA ELIZABETH CASTILLO PALACIOS,27201,Prendas de protecciÛn personal,DEDAL DE LATEX DESECHABLE (QUIRURGICO) GRANDE,7200,PZ,5760.00,ADJUDICACION DIRECTA-ART 42
22B0126,LIGHT PRO QUATTRO S DE RL DE CV,24601,Material electrico y electronico,LUMINARIA GALAXY LIGHT PRO QUATTRO MODELO GA-120,12,PZ,48192.00,ADJUDICACION DIRECTA-ART 42
22B0126,LIGHT PRO QUATTRO S DE RL DE CV,24601,Materia electrico y electronico,LUMINARIA LED PARA EXTERIOR LIGHT PRO QUATTRO MO,4,PZ,44080.00,ADJUDICACION DIRECTA-ART 42
22B0127,"FERRESUIN, S.A. DE C.V.",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",DIESEL,60,LT,1617.00,ADJUDICACION DIRECTA-ART 42
22B0128,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,TRAPO LIMPIO,400,KG,13600.00,ADJUDICACION DIRECTA-ART 42
22B0128,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,LIMPIADOR LIQUIDO FABULOSO.,80,LT,2160.00,ADJUDICACION DIRECTA-ART 42
22B0129,"FERRESUIN, S.A. DE C.V.",24901,Otros materiales y articulos de construccion y reparacion,PINTURA AEROSOL ANTICORROSIVO AZUL SEGURIDAD MCA,3,PZ,1425.00,ADJUDICACION DIRECTA-ART 42
22B0129,"FERRESUIN, S.A. DE C.V.",24901,Otros materiales y articulos de construccion y reparacion,PINTURA AEROSOL ANTICORROSIVO BLANCO MATE MCA. R,3,PZ,1425.00,ADJUDICACION DIRECTA-ART 42
22B0129,"FERRESUIN, S.A. DE C.V.",24901,Otros materiales y articulos de construccion y reparacion,PINTURA AEROSOL ANTICORROSIVO AMARILLO INDUSTRIA,3,PZ,1425.00,ADJUDICACION DIRECTA-ART 42
22B0130,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,27201,Prendas de protecciÛn personal,TANQUE IBC DE POLIETILENO 1000 LTS,2,PZ,35688.00,ADJUDICACION DIRECTA-ART 42
22B0130,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,27201,Prendas de protecciÛn personal,TARIMA CONTROL DE DERRAMES DE IBC 1000 LTS,2,PZ,85944.00,ADJUDICACION DIRECTA-ART 42
22B0131,DISTRIBUIDORA INDUSTRIAL Y COMERCIAL,24801,Materiales complementarios,LAMINA DE ACERO AL CARBON DE 1/8 X 4X10 PIES,3,PZ,12195.00,ADJUDICACION DIRECTA-ART 42
22B0131,DISTRIBUIDORA INDUSTRIAL Y COMERCIAL,24801,Materiales complementarios,PERFIL TUBULAR AC 200 CAL. 18 (TRAMO DE 6 MTS.),14,TR,7980.00,ADJUDICACION DIRECTA-ART 42
22B0132,"ERIE DE MEXICO, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,MARCHAMO DE NYLON DE 300LBS. DE RESIST. MOD.9001,3000,PZ,9000.00,ADJUDICACION DIRECTA-ART 42
22B0134,WILL PUMP SA. DE CV.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,DIAFRAGMA PARA BOMBAWILDEN NUM. DE PARTE 02.,10,PZ,5239.03,ADJUDICACION DIRECTA-ART 42
22B0135,"FERRESUIN, S.A. DE C.V.",24901,Otros materiales y articulos de construccion y reparacion,PINTURA ESMALTE COLORALUMINIO,4,LT,1900.00,ADJUDICACION DIRECTA-ART 42
22B0135,"FERRESUIN, S.A. DE C.V.",24901,Otros materiales y articulos de construccion y reparacion,PINTURA PARA ALBERCA COLOR GRIS A BASE DE HULE C,4,LT,2340.00,ADJUDICACION DIRECTA-ART 42
22B0136,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,24601,Material electrico y electronico,Controlador electronico para panel led Marca,16,PZ,17440.00,ADJUDICACION DIRECTA-ART 42
22B0136,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,24601, y electronico,Controlador electronico para luminaria exterior,8,PZ,13440.00,ADJUDICACION DIRECTA-ART 42
22B0137,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,LOCTITE NO.495 (20 GMS).O EQUIVALENTE.,24,PZ,19200.00,ADJUDICACION DIRECTA-ART 42
22B0138,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,24601, y electronico,Gabinete Led ip65 p/susp15w mca/Magg modL5411510,6,PZ,8340.00,ADJUDICACION DIRECTA-ART 42
22B0138,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,24601, y electronico,Controlador elec DTI 64WMarca Magg Mod.D5242-000,4,PZ,8396.00,ADJUDICACION DIRECTA-ART 42
22B0139,AVANCE Y TECNOLOGIA EN PLASTICOS S.A DE C.V.,21401,Materiales y utiles para el procesamiento en equipos y biene,CARTUCHO ORIGINAL UV EUV4 COLOR CYAN PARA IMPRES,2,PZ,2943.07,ADJUDICACION DIRECTA-ART 42
22B0139,AVANCE Y TECNOLOGIA EN PLASTICOS S.A DE C.V.,21401,Materiales y utiles para el procesamiento en equipos y biene,CARTUCHO ORIGINAL UV EUV4 COLOR MAGENTA PARA IMP,2,PZ,2944.50,ADJUDICACION DIRECTA-ART 42
22B0139,AVANCE Y TECNOLOGIA EN PLASTICOS S.A DE C.V.,21401,Materiales y utiles para el procesamiento en equipos y biene,CARTUCHO ORIGINAL UV EUV4 OLOR AMARILLO (YELLOW),2,PZ,2943.07,ADJUDICACION DIRECTA-ART 42
22B0139,AVANCE Y TECNOLOGIA EN PLASTICOS S.A DE C.V.,21401,Materiales y utiles para el procesamiento en equipos y biene,CARTUCHO ORIGINAL UV EUV4 COLOR NEGRO (BLACK) PA,2,PZ,2944.50,ADJUDICACION DIRECTA-ART 42
22B0139,AVANCE Y TECNOLOGIA EN PLASTICOS S.A DE C.V.,21401,Materiales y utiles para el procesamiento en equipos y biene,CARTUCHO ORIGINAL UV EUV4 COLOR BLANCO (WHITE) P,2,PZ,2943.07,ADJUDICACION DIRECTA-ART 42
22B0139,AVANCE Y TECNOLOGIA EN PLASTICOS S.A DE C.V.,21401,Materiales y utiles para el procesamiento en equipos y biene,CARTUCHO ORIGINAL UV EUV4 GLOSS (BARNIZ TRASPARE,2,PZ,2943.07,ADJUDICACION DIRECTA-ART 42
22B0140,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,FOLDER DE CARTONCILLOT/CARTA (CON CEJA),2000,PZ,3260.00,ADJUDICACION DIRECTA-ART 42
22B0140,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,MICAS T/CARTA PERFORADAS,500,PZ,750.00,ADJUDICACION DIRECTA-ART 42
22B0140,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,BOLIGRAFO PUNTO FINO,72,PZ,308.16,ADJUDICACION DIRECTA-ART 42
22B0140,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,MARCADOR DE TINTAPERMANENTE PUNTO FINO,60,PZ,870.00,ADJUDICACION DIRECTA-ART 42
22B0140,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,REGLA METALICA DE 30 CMS.,10,PZ,196.60,ADJUDICACION DIRECTA-ART 42
22B0140,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,TIJERAS DE ACERO ( BARRILITO  O SU EQUIVALENTE ),10,PZ,1947.30,ADJUDICACION DIRECTA-ART 42
22B0140,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,TABLA C/BROCHE T/CARTA(ACRILICOSABLON C/HUMO),20,PZ,1751.60,ADJUDICACION DIRECTA-ART 42
22B0141,AIDITEC S.A. DE C.V.,21101,Materiales y utiles de oficina,"ETIQUETA CIRCULAR 2"" DIAM.COLOR VERDE (2500 PZ)",3,RL,1800.00,ADJUDICACION DIRECTA-ART 42
22B0142,ETIFLEX S.A. DE C.V.,23801,Mercancias para su comercializacion en tiendas del sector p,ETIQUETA PARA USO IMPRESORA TOSHIBA,1050,PZ,146307.81,ADJUDICACION DIRECTA-ART 42
22B0143,PRAXAIR MEXICO S DE RL DE CV,26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",ARGON. ALTA PUREZA.,9.37,M3,6381.81,ADJUDICACION DIRECTA-ART 42
22B0144,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,"ESLINGA DE 3""X4MTS MCA TRUPER O SIMILAR",2,PZ,3450.00,ADJUDICACION DIRECTA-ART 42
22B0144,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,"ESLINGA DE 2""X2MTS MCA URREA O SIMILAR",2,PZ,1696.00,ADJUDICACION DIRECTA-ART 42
22B0144,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 8X100 PASO 1.25 30 MM. CU,200,pz,2200.00,ADJUDICACION DIRECTA-ART 42
22B0144,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,"ROLLO DE PELICULA STRETCH DE 12"" DE ANCHO.",5,RL,1895.00,ADJUDICACION DIRECTA-ART 42
22B0145,"FERRESUIN, S.A. DE C.V.",29101,Herramientas menores,PINZAS PARA ELECTRICISTADE 8P,1,PZ,559.00,ADJUDICACION DIRECTA-ART 42
22B0146,ALS INDTECH S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,FILTRO DE ACEITE  PI-24016-DN-SMX-16 MCA. MAHLE,5,PZ,32758.95,ADJUDICACION DIRECTA-ART 42
22B0146,ALS INDTECH S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,FILTRO PARA ACEITE TIPOPI-23040-RN.SMX-10 MCA.,10,PZ,108422.00,ADJUDICACION DIRECTA-ART 42
22B0147,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,TRAPO LIMPIO,150,KG,5100.00,ADJUDICACION DIRECTA-ART 42
22B0148,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,29101,Herramientas menores,LIMA PLANA BASTARDA DE14,10,PZ,3100.00,ADJUDICACION DIRECTA-ART 42
22B0148,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,29101,Herramientas menores,"LIMA PLANA MUZA DE 14""(MCA. NICHOLSON)",10,PZ,3200.00,ADJUDICACION DIRECTA-ART 42
22B0149,ALTUS SOFT S DE RL DE CV,21401,Materiales y utiles para el procesamiento en equipos y biene,CINTAS MAGNETICAS LTO-6de 2.5 TB etiquetada con,90,PZ,285570.00,ADJUDICACION DIRECTA-ART 42
22B0150,ALS INDTECH S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,FIBRA OPTICA PARAAMPLIFICADOR OSIRIS CON,2,PZ,9843.74,ADJUDICACION DIRECTA-ART 42
22B0150,ALS INDTECH S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,AMPLIFICADOR OSIRIS PARACABEZA OPTICA ALIMENTAC,1,PZ,7031.25,ADJUDICACION DIRECTA-ART 42
22B0151,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,29101,Herramientas menores,"CORTA PERNOS CAPACIDAD DE CORTE DE 13 MM (1/2"")",2,PZ,11830.00,ADJUDICACION DIRECTA-ART 42
22B0152,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,29101,Herramientas menores,ROTULADOR PT-2D10 BROTHER,1,PZ,959.78,ADJUDICACION DIRECTA-ART 42
22B0153,JAPAY SA DE CV,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BOLSITA DE SELE3NOIDE KISSK 1),2,PZ,41323.46,ADJUDICACION DIRECTA-ART 42
22B0153,JAPAY SA DE CV,29801,Refacciones y accesorios menores de maquinaria y otros equipos,CORREA DE MONEDA NO. SERE 017731-800,6,PZ,8354.98,ADJUDICACION DIRECTA-ART 42
22B0153,JAPAY SA DE CV,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BANDA PARA MOTORSC-3003 L=590 mm,6,PZ,9188.39,ADJUDICACION DIRECTA-ART 42
22B0153,JAPAY SA DE CV,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BANDA PARA POLEA015383- 000 / SC-3003,6,PZ,6782.60,ADJUDICACION DIRECTA-ART 42
22B0153,JAPAY SA DE CV,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Conducto de moneda grand011583-102 / 3003,2,PZ,10070.42,ADJUDICACION DIRECTA-ART 42
22B0153,JAPAY SA DE CV,29801,Refacciones y accesorios menores de maquinaria y otros equipos,MOTOR-REDUCTOR DE BANDAP/TOLVA 120VCA LCH45,1,PZ,9610.66,ADJUDICACION DIRECTA-ART 42
22B0153,JAPAY SA DE CV,29801,Refacciones y accesorios menores de maquinaria y otros equipos,SENSOR MAGNêTICO PARA MOTOR SCAN COIN 015284-000,2,PZ,1101.03,ADJUDICACION DIRECTA-ART 42
22B0153,JAPAY SA DE CV,29801,Refacciones y accesorios menores de maquinaria y otros equipos,CATARINA DE REDUCTOR SCAN COIN 002578-000,2,PZ,2944.73,ADJUDICACION DIRECTA-ART 42
22B0154,ALTUS SOFT S DE RL DE CV,29401,Refacciones y accesorios para equipo de cÛmputo,CABEZAL PARA ETIQUETADORA DE BOLSA MARCA TOSHIBA,3,PZ,23700.00,ADJUDICACION DIRECTA-ART 42
22B0156,INTER PRICE LOGISTICA SA DE,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BOMBA DE FRENOS 52010462 PARA MONTACARGAS JUNGHE,1,PZ,7538.16,ADJUDICACION DIRECTA-ART 42
22B0156,INTER PRICE LOGISTICA SA DE,29801,Refacciones y accesorios menores de maquinaria y otros equipos,KIT DE SELLOS Y LIMPIADO PARA CILINDRO DE INCLIN,1,JG,2746.78,ADJUDICACION DIRECTA-ART 42
22B0158,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29101,Herramientas menores,VERNIER DIGITAL DE 0-200REF. 500-753-10 MITUTOYO,1,PZ,6808.68,ADJUDICACION DIRECTA-ART 42
22B0159,"MUNCHMEYER-CALDERON, S.A. DE C.V.",23801,Mercancias para su comercializacion en tiendas del sector p,CAPSULA DE ACRILICO P/MED. DE 13 MM. DIAM,500,JG,7490.00,ADJUDICACION DIRECTA-ART 42
22B0160,"GAS MENGUC, S.A. DE C.V.",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",GAS BUTANO LP PARA CILINDRO.,300,LT,3206.90,ADJUDICACION DIRECTA-ART 42
22B0161,"ACEROS FORTUNA, S.A. DE C.V. . AV.LIC.JUAN FDEZ.ALBARRAN 31FRACC. S",23601,Productosmetalicosyabasedemineralesnometalicosadquiridoscomo,ACERO REDONDO AISI S-7DE 44.5 mm. (1 3/4)ESRM,1204,KG,167399.58,ADJUDICACION DIRECTA-ART 42
22B0162,BEBIDAS PURIFICADAS S. DE R.L. DE C.V.,22104,Productos alimenticios para el personal en las instalaciones de las dependencia,AGUA PURIFICADA DE CUALQUIER MARCA ( 600 ML.),120,CJ,9720.00,ADJUDICACION DIRECTA-ART 42
22B0163,EVOLVING INDUSTRIES S.A. DE C.V.,24601, y electronico,REFLECTOR LED DE AC 85/265V LUMNS 95 W 6500,5,PZ,21555.00,ADJUDICACION DIRECTA-ART 42
22B0164,SERVICIO INDUSTRIAL S.A DE C.V.,23601,Productosmetalicosyabasedemineralesnometalicosadquiridoscomo,Acero redondo AISI A-2  di†metro 3 pulgadas,149,KG,21325.70,ADJUDICACION DIRECTA-ART 42
22B0164,SERVICIO INDUSTRIAL S.A DE C.V.,23601,Productosmetalicosyabasedemineralesnometalicosadquiridoscomo,Acero redondo AISI A-2 di†metro 3 1/2  pulgadas,246,KG,35208.87,ADJUDICACION DIRECTA-ART 42
22B0165,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,24801,Materiales complementarios,CHAPA DE LATON PARA MADERA MODELO 250 CH,3,PZ,769.44,ADJUDICACION DIRECTA-ART 42
22B0166,MEJIA RAUDRY HUGO,21101,Materiales y utiles de oficina,SELLO DE GOMA DIFERENTES LEYENDAS AUTOENTINTABL,2,PZ,790.00,ADJUDICACION DIRECTA-ART 42
22B0167,MEJIA RAUDRY HUGO,21101,Materiales y utiles de oficina,SELLO DE GOMA DIFERENTES LEYENDAS AUTOENTINTABL,1,PZ,640.00,ADJUDICACION DIRECTA-ART 42
22B0168,M.I. QUIMICA PROCESOS S. DE R.L. DE,25101,Productos quimicos basicos,BICARBONATO  DE SODIO GRADO TECNICO *C,100,KG,1950.00,ADJUDICACION DIRECTA-ART 42
22B0169,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"BOMBA MCA. FLUX, F430 PP40/33 HCL 430 40 137",4,PZ,195360.00,ADJUDICACION DIRECTA-ART 42
22B0170,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,TRAPEADOR CON BASTON(TIPO CASERO),60,PZ,2988.00,ADJUDICACION DIRECTA-ART 42
22B0170,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,LIMPIADOR LIQUIDO FABULOSO.,720,LT,21600.00,ADJUDICACION DIRECTA-ART 42
22B0170,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,TRAPO LIMPIO,2000,KG,68000.00,ADJUDICACION DIRECTA-ART 42
22B0171,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,21101,Materiales y utiles de oficina,CAJA DE CARTON PARA EMPAQUE DE ENVIOS 20x14x14 C,100,PZ,5950.00,ADJUDICACION DIRECTA-ART 42
22B0171,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,21101,Materiales y utiles de oficina,"CAJA DE CARTON PARA EMPAQUE DE ENVIOS, 33x28x6 C",71,PZ,3834.00,ADJUDICACION DIRECTA-ART 42
22B0171,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,21101,Materiales y utiles de oficina,"CAJA DE CARTON PARA EMPAQUE DE ENVIOS, 46x33x8 C",60,PZ,2700.00,ADJUDICACION DIRECTA-ART 42
22B0171,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,21101,Materiales y utiles de oficina,"CINTA DE SEGURIDAD DE POLIETILENO, MEDIDA DE 2""",75,PZ,12375.00,ADJUDICACION DIRECTA-ART 42
22B0172,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,22104,Productos alimenticios para el personal en las instalaciones de las dependencia,AZUCAR PQTE. 2 KGS.),13,PQ,834.73,ADJUDICACION DIRECTA-ART 42
22B0172,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,22104,Productos alimenticios para el personal en las instalaciones de las dependencia,CAFE MOLIDOPARA CAFETERA,40,KG,11180.00,ADJUDICACION DIRECTA-ART 42
22B0172,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,22104,Productos alimenticios para el personal en las instalaciones de las dependencia,GALLETAS SURTIDO RICO,20,CJ,1456.00,ADJUDICACION DIRECTA-ART 42
22B0173,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29801,Refacciones y accesorios menores de maquinaria y otros equipos,LIMAS DIAM. CURVAS 140 MM. (12 PZ) CERA PERDIDA,1,JG,625.00,ADJUDICACION DIRECTA-ART 42
22B0173,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29801,Refacciones y accesorios menores de maquinaria y otros equipos,CEPILLO NEGRO FIRME DE 2.2 CM CON VASTAGO,10,PZ,380.00,ADJUDICACION DIRECTA-ART 42
22B0173,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"MANDRIL DIAMANTEX VASTAGO 3/32"" MP9070-723",10,PZ,500.00,ADJUDICACION DIRECTA-ART 42
22B0173,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29801,Refacciones y accesorios menores de maquinaria y otros equipos,FIELTRO DE CONO MONTADO,10,PZ,750.00,ADJUDICACION DIRECTA-ART 42
22B0173,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29801,Refacciones y accesorios menores de maquinaria y otros equipos,FIELTRO CILINDRICO GRANDE,10,PZ,740.00,ADJUDICACION DIRECTA-ART 42
22B0173,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29801,Refacciones y accesorios menores de maquinaria y otros equipos,MANDRIL PARA LIJAS IMPORTADO,10,PZ,350.00,ADJUDICACION DIRECTA-ART 42
22B0173,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"MANDRIL EXTRAREFORZADO IMP. (VASTAGO LAGO 3/32"")",10,PZ,560.00,ADJUDICACION DIRECTA-ART 42
22B0173,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"GRATA DE LATON COPA 3/32""",10,PZ,750.00,ADJUDICACION DIRECTA-ART 42
